pick_name,slug,format,date,value
2026 Early 1st,2026-early-1st-1527,SF,2024-11-25,5635
2026 Early 1st,2026-early-1st-1527,SF,2024-11-26,5611
2026 Early 1st,2026-early-1st-1527,SF,2024-11-27,5605
2026 Early 1st,2026-early-1st-1527,SF,2024-11-28,5613
2026 Early 1st,2026-early-1st-1527,SF,2024-11-29,5616
2026 Early 1st,2026-early-1st-1527,SF,2024-11-30,5597
2026 Early 1st,2026-early-1st-1527,SF,2024-12-01,5598
2026 Early 1st,2026-early-1st-1527,SF,2024-12-02,5583
2026 Early 1st,2026-early-1st-1527,SF,2024-12-03,5585
2026 Early 1st,2026-early-1st-1527,SF,2024-12-04,5602
2026 Early 1st,2026-early-1st-1527,SF,2024-12-05,5637
2026 Early 1st,2026-early-1st-1527,SF,2024-12-06,5644
2026 Early 1st,2026-early-1st-1527,SF,2024-12-07,5633
2026 Early 1st,2026-early-1st-1527,SF,2024-12-08,5651
2026 Early 1st,2026-early-1st-1527,SF,2024-12-09,5637
2026 Early 1st,2026-early-1st-1527,SF,2024-12-10,5631
2026 Early 1st,2026-early-1st-1527,SF,2024-12-11,5675
2026 Early 1st,2026-early-1st-1527,SF,2024-12-12,5691
2026 Early 1st,2026-early-1st-1527,SF,2024-12-13,5725
2026 Early 1st,2026-early-1st-1527,SF,2024-12-14,5737
2026 Early 1st,2026-early-1st-1527,SF,2024-12-15,5743
2026 Early 1st,2026-early-1st-1527,SF,2024-12-16,5759
2026 Early 1st,2026-early-1st-1527,SF,2024-12-17,5749
2026 Early 1st,2026-early-1st-1527,SF,2024-12-18,5752
2026 Early 1st,2026-early-1st-1527,SF,2024-12-19,5761
2026 Early 1st,2026-early-1st-1527,SF,2024-12-20,5759
2026 Early 1st,2026-early-1st-1527,SF,2024-12-21,5749
2026 Early 1st,2026-early-1st-1527,SF,2024-12-22,5743
2026 Early 1st,2026-early-1st-1527,SF,2024-12-23,5731
2026 Early 1st,2026-early-1st-1527,SF,2024-12-24,5726
2026 Early 1st,2026-early-1st-1527,SF,2024-12-25,5741
2026 Early 1st,2026-early-1st-1527,SF,2024-12-26,5730
2026 Early 1st,2026-early-1st-1527,SF,2024-12-27,5748
2026 Early 1st,2026-early-1st-1527,SF,2024-12-28,5747
2026 Early 1st,2026-early-1st-1527,SF,2024-12-29,5725
2026 Early 1st,2026-early-1st-1527,SF,2024-12-30,5711
2026 Early 1st,2026-early-1st-1527,SF,2024-12-31,5713
2026 Early 1st,2026-early-1st-1527,SF,2025-01-01,5713
2026 Early 1st,2026-early-1st-1527,SF,2025-01-02,5710
2026 Early 1st,2026-early-1st-1527,SF,2025-01-03,5704
2026 Early 1st,2026-early-1st-1527,SF,2025-01-04,5701
2026 Early 1st,2026-early-1st-1527,SF,2025-01-05,5700
2026 Early 1st,2026-early-1st-1527,SF,2025-01-06,5698
2026 Early 1st,2026-early-1st-1527,SF,2025-01-07,5684
2026 Early 1st,2026-early-1st-1527,SF,2025-01-08,5684
2026 Early 1st,2026-early-1st-1527,SF,2025-01-09,5689
2026 Early 1st,2026-early-1st-1527,SF,2025-01-10,5663
2026 Early 1st,2026-early-1st-1527,SF,2025-01-11,5672
2026 Early 1st,2026-early-1st-1527,SF,2025-01-12,5658
2026 Early 1st,2026-early-1st-1527,SF,2025-01-13,5670
2026 Early 1st,2026-early-1st-1527,SF,2025-01-14,5681
2026 Early 1st,2026-early-1st-1527,SF,2025-01-15,5662
2026 Early 1st,2026-early-1st-1527,SF,2025-01-16,5660
2026 Early 1st,2026-early-1st-1527,SF,2025-01-17,5643
2026 Early 1st,2026-early-1st-1527,SF,2025-01-18,5654
2026 Early 1st,2026-early-1st-1527,SF,2025-01-19,5651
2026 Early 1st,2026-early-1st-1527,SF,2025-01-20,5641
2026 Early 1st,2026-early-1st-1527,SF,2025-01-21,5631
2026 Early 1st,2026-early-1st-1527,SF,2025-01-22,5634
2026 Early 1st,2026-early-1st-1527,SF,2025-01-23,5619
2026 Early 1st,2026-early-1st-1527,SF,2025-01-24,5635
2026 Early 1st,2026-early-1st-1527,SF,2025-01-25,5615
2026 Early 1st,2026-early-1st-1527,SF,2025-01-26,5631
2026 Early 1st,2026-early-1st-1527,SF,2025-01-27,5581
2026 Early 1st,2026-early-1st-1527,SF,2025-01-28,5609
2026 Early 1st,2026-early-1st-1527,SF,2025-01-29,5646
2026 Early 1st,2026-early-1st-1527,SF,2025-01-30,5647
2026 Early 1st,2026-early-1st-1527,SF,2025-01-31,5653
2026 Early 1st,2026-early-1st-1527,SF,2025-02-01,5643
2026 Early 1st,2026-early-1st-1527,SF,2025-02-02,5633
2026 Early 1st,2026-early-1st-1527,SF,2025-02-03,5654
2026 Early 1st,2026-early-1st-1527,SF,2025-02-04,5659
2026 Early 1st,2026-early-1st-1527,SF,2025-02-05,5649
2026 Early 1st,2026-early-1st-1527,SF,2025-02-06,5668
2026 Early 1st,2026-early-1st-1527,SF,2025-02-07,5674
2026 Early 1st,2026-early-1st-1527,SF,2025-02-08,5698
2026 Early 1st,2026-early-1st-1527,SF,2025-02-09,5703
2026 Early 1st,2026-early-1st-1527,SF,2025-02-10,5688
2026 Early 1st,2026-early-1st-1527,SF,2025-02-11,5694
2026 Early 1st,2026-early-1st-1527,SF,2025-02-12,5701
2026 Early 1st,2026-early-1st-1527,SF,2025-02-13,5699
2026 Early 1st,2026-early-1st-1527,SF,2025-02-14,5719
2026 Early 1st,2026-early-1st-1527,SF,2025-02-15,5733
2026 Early 1st,2026-early-1st-1527,SF,2025-02-16,5734
2026 Early 1st,2026-early-1st-1527,SF,2025-02-17,5714
2026 Early 1st,2026-early-1st-1527,SF,2025-02-18,5748
2026 Early 1st,2026-early-1st-1527,SF,2025-02-19,5753
2026 Early 1st,2026-early-1st-1527,SF,2025-02-20,5741
2026 Early 1st,2026-early-1st-1527,SF,2025-02-21,5740
2026 Early 1st,2026-early-1st-1527,SF,2025-02-22,5727
2026 Early 1st,2026-early-1st-1527,SF,2025-02-23,5728
2026 Early 1st,2026-early-1st-1527,SF,2025-02-24,5775
2026 Early 1st,2026-early-1st-1527,SF,2025-02-25,5770
2026 Early 1st,2026-early-1st-1527,SF,2025-02-26,5788
2026 Early 1st,2026-early-1st-1527,SF,2025-02-27,5765
2026 Early 1st,2026-early-1st-1527,SF,2025-02-28,5755
2026 Early 1st,2026-early-1st-1527,SF,2025-03-01,5744
2026 Early 1st,2026-early-1st-1527,SF,2025-03-02,5723
2026 Early 1st,2026-early-1st-1527,SF,2025-03-03,5738
2026 Early 1st,2026-early-1st-1527,SF,2025-03-04,5710
2026 Early 1st,2026-early-1st-1527,SF,2025-03-05,5732
2026 Early 1st,2026-early-1st-1527,SF,2025-03-06,5716
2026 Early 1st,2026-early-1st-1527,SF,2025-03-07,5712
2026 Early 1st,2026-early-1st-1527,SF,2025-03-08,5674
2026 Early 1st,2026-early-1st-1527,SF,2025-03-09,5684
2026 Early 1st,2026-early-1st-1527,SF,2025-03-10,5718
2026 Early 1st,2026-early-1st-1527,SF,2025-03-11,5700
2026 Early 1st,2026-early-1st-1527,SF,2025-03-12,5664
2026 Early 1st,2026-early-1st-1527,SF,2025-03-13,5695
2026 Early 1st,2026-early-1st-1527,SF,2025-03-14,5668
2026 Early 1st,2026-early-1st-1527,SF,2025-03-15,5664
2026 Early 1st,2026-early-1st-1527,SF,2025-03-16,5688
2026 Early 1st,2026-early-1st-1527,SF,2025-03-17,5690
2026 Early 1st,2026-early-1st-1527,SF,2025-03-18,5687
2026 Early 1st,2026-early-1st-1527,SF,2025-03-19,5702
2026 Early 1st,2026-early-1st-1527,SF,2025-03-20,5710
2026 Early 1st,2026-early-1st-1527,SF,2025-03-21,5720
2026 Early 1st,2026-early-1st-1527,SF,2025-03-22,5707
2026 Early 1st,2026-early-1st-1527,SF,2025-03-23,5688
2026 Early 1st,2026-early-1st-1527,SF,2025-03-24,5673
2026 Early 1st,2026-early-1st-1527,SF,2025-03-25,5681
2026 Early 1st,2026-early-1st-1527,SF,2025-03-26,5624
2026 Early 1st,2026-early-1st-1527,SF,2025-03-27,5613
2026 Early 1st,2026-early-1st-1527,SF,2025-03-28,5613
2026 Early 1st,2026-early-1st-1527,SF,2025-03-29,5637
2026 Early 1st,2026-early-1st-1527,SF,2025-03-30,5629
2026 Early 1st,2026-early-1st-1527,SF,2025-03-31,5664
2026 Early 1st,2026-early-1st-1527,SF,2025-04-01,5663
2026 Early 1st,2026-early-1st-1527,SF,2025-04-02,5657
2026 Early 1st,2026-early-1st-1527,SF,2025-04-03,5623
2026 Early 1st,2026-early-1st-1527,SF,2025-04-04,5639
2026 Early 1st,2026-early-1st-1527,SF,2025-04-05,5623
2026 Early 1st,2026-early-1st-1527,SF,2025-04-06,5640
2026 Early 1st,2026-early-1st-1527,SF,2025-04-07,5618
2026 Early 1st,2026-early-1st-1527,SF,2025-04-08,5644
2026 Early 1st,2026-early-1st-1527,SF,2025-04-09,5676
2026 Early 1st,2026-early-1st-1527,SF,2025-04-10,5729
2026 Early 1st,2026-early-1st-1527,SF,2025-04-11,5696
2026 Early 1st,2026-early-1st-1527,SF,2025-04-12,5706
2026 Early 1st,2026-early-1st-1527,SF,2025-04-13,5696
2026 Early 1st,2026-early-1st-1527,SF,2025-04-14,5666
2026 Early 1st,2026-early-1st-1527,SF,2025-04-15,5661
2026 Early 1st,2026-early-1st-1527,SF,2025-04-16,5622
2026 Early 1st,2026-early-1st-1527,SF,2025-04-17,5588
2026 Early 1st,2026-early-1st-1527,SF,2025-04-18,5578
2026 Early 1st,2026-early-1st-1527,SF,2025-04-19,5567
2026 Early 1st,2026-early-1st-1527,SF,2025-04-20,5572
2026 Early 1st,2026-early-1st-1527,SF,2025-04-21,5574
2026 Early 1st,2026-early-1st-1527,SF,2025-04-22,5594
2026 Early 1st,2026-early-1st-1527,SF,2025-04-23,5578
2026 Early 1st,2026-early-1st-1527,SF,2025-04-24,5621
2026 Early 1st,2026-early-1st-1527,SF,2025-04-25,5662
2026 Early 1st,2026-early-1st-1527,SF,2025-04-26,5616
2026 Early 1st,2026-early-1st-1527,SF,2025-04-27,5734
2026 Early 1st,2026-early-1st-1527,SF,2025-04-28,5639
2026 Early 1st,2026-early-1st-1527,SF,2025-04-29,5783
2026 Early 1st,2026-early-1st-1527,SF,2025-04-30,5676
2026 Early 1st,2026-early-1st-1527,SF,2025-05-01,5660
2026 Early 1st,2026-early-1st-1527,SF,2025-05-02,5713
2026 Early 1st,2026-early-1st-1527,SF,2025-05-03,5717
2026 Early 1st,2026-early-1st-1527,SF,2025-05-04,5705
2026 Early 1st,2026-early-1st-1527,SF,2025-05-05,5707
2026 Early 1st,2026-early-1st-1527,SF,2025-05-06,5696
2026 Early 1st,2026-early-1st-1527,SF,2025-05-07,5694
2026 Early 1st,2026-early-1st-1527,SF,2025-05-08,5718
2026 Early 1st,2026-early-1st-1527,SF,2025-05-09,5703
2026 Early 1st,2026-early-1st-1527,SF,2025-05-10,5709
2026 Early 1st,2026-early-1st-1527,SF,2025-05-11,5725
2026 Early 1st,2026-early-1st-1527,SF,2025-05-12,5746
2026 Early 1st,2026-early-1st-1527,SF,2025-05-13,5758
2026 Early 1st,2026-early-1st-1527,SF,2025-05-14,5763
2026 Early 1st,2026-early-1st-1527,SF,2025-05-15,5755
2026 Early 1st,2026-early-1st-1527,SF,2025-05-16,5783
2026 Early 1st,2026-early-1st-1527,SF,2025-05-17,5794
2026 Early 1st,2026-early-1st-1527,SF,2025-05-18,5786
2026 Early 1st,2026-early-1st-1527,SF,2025-05-19,5807
2026 Early 1st,2026-early-1st-1527,SF,2025-05-20,5764
2026 Early 1st,2026-early-1st-1527,SF,2025-05-21,5767
2026 Early 1st,2026-early-1st-1527,SF,2025-05-22,5768
2026 Early 1st,2026-early-1st-1527,SF,2025-05-23,5768
2026 Early 1st,2026-early-1st-1527,SF,2025-05-24,5714
2026 Early 1st,2026-early-1st-1527,SF,2025-05-25,5694
2026 Early 1st,2026-early-1st-1527,SF,2025-05-26,5706
2026 Early 1st,2026-early-1st-1527,SF,2025-05-27,5723
2026 Early 1st,2026-early-1st-1527,SF,2025-05-28,5710
2026 Early 1st,2026-early-1st-1527,SF,2025-05-29,5725
2026 Early 1st,2026-early-1st-1527,SF,2025-05-30,5723
2026 Early 1st,2026-early-1st-1527,SF,2025-05-31,5748
2026 Early 1st,2026-early-1st-1527,SF,2025-06-01,5731
2026 Early 1st,2026-early-1st-1527,SF,2025-06-02,5772
2026 Early 1st,2026-early-1st-1527,SF,2025-06-03,5744
2026 Early 1st,2026-early-1st-1527,SF,2025-06-04,5736
2026 Early 1st,2026-early-1st-1527,SF,2025-06-05,5712
2026 Early 1st,2026-early-1st-1527,SF,2025-06-06,5716
2026 Early 1st,2026-early-1st-1527,SF,2025-06-07,5697
2026 Early 1st,2026-early-1st-1527,SF,2025-06-08,5694
2026 Early 1st,2026-early-1st-1527,SF,2025-06-09,5739
2026 Early 1st,2026-early-1st-1527,SF,2025-06-10,5724
2026 Early 1st,2026-early-1st-1527,SF,2025-06-11,5735
2026 Early 1st,2026-early-1st-1527,SF,2025-06-12,5736
2026 Early 1st,2026-early-1st-1527,SF,2025-06-13,5728
2026 Early 1st,2026-early-1st-1527,SF,2025-06-14,5715
2026 Early 1st,2026-early-1st-1527,SF,2025-06-15,5735
2026 Early 1st,2026-early-1st-1527,SF,2025-06-16,5729
2026 Early 1st,2026-early-1st-1527,SF,2025-06-17,5748
2026 Early 1st,2026-early-1st-1527,SF,2025-06-18,5740
2026 Early 1st,2026-early-1st-1527,SF,2025-06-19,5739
2026 Early 1st,2026-early-1st-1527,SF,2025-06-20,5744
2026 Early 1st,2026-early-1st-1527,SF,2025-06-21,5725
2026 Early 1st,2026-early-1st-1527,SF,2025-06-22,5734
2026 Early 1st,2026-early-1st-1527,SF,2025-06-23,5712
2026 Early 1st,2026-early-1st-1527,SF,2025-06-24,5698
2026 Early 1st,2026-early-1st-1527,SF,2025-06-25,5686
2026 Early 1st,2026-early-1st-1527,SF,2025-06-26,5705
2026 Early 1st,2026-early-1st-1527,SF,2025-06-27,5684
2026 Early 1st,2026-early-1st-1527,SF,2025-06-28,5694
2026 Early 1st,2026-early-1st-1527,SF,2025-06-29,5658
2026 Early 1st,2026-early-1st-1527,SF,2025-06-30,5660
2026 Early 1st,2026-early-1st-1527,SF,2025-07-01,5644
2026 Early 1st,2026-early-1st-1527,SF,2025-07-02,5617
2026 Early 1st,2026-early-1st-1527,SF,2025-07-03,5623
2026 Early 1st,2026-early-1st-1527,SF,2025-07-04,5623
2026 Early 1st,2026-early-1st-1527,SF,2025-07-05,5631
2026 Early 1st,2026-early-1st-1527,SF,2025-07-06,5655
2026 Early 1st,2026-early-1st-1527,SF,2025-07-07,5661
2026 Early 1st,2026-early-1st-1527,SF,2025-07-08,5691
2026 Early 1st,2026-early-1st-1527,SF,2025-07-09,5668
2026 Early 1st,2026-early-1st-1527,SF,2025-07-10,5688
2026 Early 1st,2026-early-1st-1527,SF,2025-07-11,5712
2026 Early 1st,2026-early-1st-1527,SF,2025-07-12,5718
2026 Early 1st,2026-early-1st-1527,SF,2025-07-13,5706
2026 Early 1st,2026-early-1st-1527,SF,2025-07-14,5686
2026 Early 1st,2026-early-1st-1527,SF,2025-07-15,5643
2026 Early 1st,2026-early-1st-1527,SF,2025-07-16,5637
2026 Early 1st,2026-early-1st-1527,SF,2025-07-17,5601
2026 Early 1st,2026-early-1st-1527,SF,2025-07-18,5636
2026 Early 1st,2026-early-1st-1527,SF,2025-07-19,5613
2026 Early 1st,2026-early-1st-1527,SF,2025-07-20,5643
2026 Early 1st,2026-early-1st-1527,SF,2025-07-21,5644
2026 Early 1st,2026-early-1st-1527,SF,2025-07-22,5646
2026 Early 1st,2026-early-1st-1527,SF,2025-07-23,5655
2026 Early 1st,2026-early-1st-1527,SF,2025-07-24,5677
2026 Early 1st,2026-early-1st-1527,SF,2025-07-25,5649
2026 Early 1st,2026-early-1st-1527,SF,2025-07-26,5639
2026 Early 1st,2026-early-1st-1527,SF,2025-07-27,5666
2026 Early 1st,2026-early-1st-1527,SF,2025-07-28,5615
2026 Early 1st,2026-early-1st-1527,SF,2025-07-29,5617
2026 Early 1st,2026-early-1st-1527,SF,2025-07-30,5639
2026 Early 1st,2026-early-1st-1527,SF,2025-07-31,5626
2026 Early 1st,2026-early-1st-1527,SF,2025-08-01,5630
2026 Early 1st,2026-early-1st-1527,SF,2025-08-02,5602
2026 Early 1st,2026-early-1st-1527,SF,2025-08-03,5624
2026 Early 1st,2026-early-1st-1527,SF,2025-08-04,5605
2026 Early 1st,2026-early-1st-1527,SF,2025-08-05,5614
2026 Early 1st,2026-early-1st-1527,SF,2025-08-06,5663
2026 Early 1st,2026-early-1st-1527,SF,2025-08-07,5679
2026 Early 1st,2026-early-1st-1527,SF,2025-08-08,5712
2026 Early 1st,2026-early-1st-1527,SF,2025-08-09,5725
2026 Early 1st,2026-early-1st-1527,SF,2025-08-10,5707
2026 Early 1st,2026-early-1st-1527,SF,2025-08-11,5690
2026 Early 1st,2026-early-1st-1527,SF,2025-08-12,5678
2026 Early 1st,2026-early-1st-1527,SF,2025-08-13,5642
2026 Early 1st,2026-early-1st-1527,SF,2025-08-16,5662
2026 Early 1st,2026-early-1st-1527,SF,2025-08-17,5667
2026 Early 1st,2026-early-1st-1527,SF,2025-08-18,5664
2026 Early 1st,2026-early-1st-1527,SF,2025-08-19,5671
2026 Early 1st,2026-early-1st-1527,SF,2025-08-20,5668
2026 Early 1st,2026-early-1st-1527,SF,2025-08-21,5673
2026 Early 1st,2026-early-1st-1527,SF,2025-08-22,5680
2026 Early 1st,2026-early-1st-1527,SF,2025-08-23,5690
2026 Early 1st,2026-early-1st-1527,SF,2025-08-24,5707
2026 Early 1st,2026-early-1st-1527,SF,2025-08-25,5697
2026 Early 1st,2026-early-1st-1527,SF,2025-08-26,5718
2026 Early 1st,2026-early-1st-1527,SF,2025-08-27,5704
2026 Early 1st,2026-early-1st-1527,SF,2025-08-28,5691
2026 Early 1st,2026-early-1st-1527,SF,2025-08-29,5693
2026 Early 1st,2026-early-1st-1527,SF,2025-08-30,5702
2026 Early 1st,2026-early-1st-1527,SF,2025-08-31,5723
2026 Early 1st,2026-early-1st-1527,SF,2025-09-01,5720
2026 Early 1st,2026-early-1st-1527,SF,2025-09-02,5764
2026 Early 1st,2026-early-1st-1527,SF,2025-09-03,5740
2026 Early 1st,2026-early-1st-1527,SF,2025-09-04,5718
2026 Early 1st,2026-early-1st-1527,SF,2025-09-05,5727
2026 Early 1st,2026-early-1st-1527,SF,2025-09-06,5734
2026 Early 1st,2026-early-1st-1527,SF,2025-09-07,5727
2026 Early 1st,2026-early-1st-1527,SF,2025-09-08,5725
2026 Early 1st,2026-early-1st-1527,SF,2025-09-09,5717
2026 Early 1st,2026-early-1st-1527,SF,2025-09-10,5712
2026 Early 1st,2026-early-1st-1527,SF,2025-09-11,5736
2026 Early 1st,2026-early-1st-1527,SF,2025-09-12,5734
2026 Early 1st,2026-early-1st-1527,SF,2025-09-13,5743
2026 Early 1st,2026-early-1st-1527,SF,2025-09-14,5730
2026 Early 1st,2026-early-1st-1527,SF,2025-09-15,5729
2026 Early 1st,2026-early-1st-1527,SF,2025-09-16,5722
2026 Early 1st,2026-early-1st-1527,SF,2025-09-17,5752
2026 Early 1st,2026-early-1st-1527,SF,2025-09-18,5737
2026 Early 1st,2026-early-1st-1527,SF,2025-09-19,5764
2026 Early 1st,2026-early-1st-1527,SF,2025-09-20,5761
2026 Early 1st,2026-early-1st-1527,SF,2025-09-21,5769
2026 Early 1st,2026-early-1st-1527,SF,2025-09-22,5753
2026 Early 1st,2026-early-1st-1527,SF,2025-09-23,5774
2026 Early 1st,2026-early-1st-1527,SF,2025-09-24,5814
2026 Early 1st,2026-early-1st-1527,SF,2025-09-25,5863
2026 Early 1st,2026-early-1st-1527,SF,2025-09-26,5879
2026 Early 1st,2026-early-1st-1527,SF,2025-09-27,5895
2026 Early 1st,2026-early-1st-1527,SF,2025-09-28,5891
2026 Early 1st,2026-early-1st-1527,SF,2025-09-29,5910
2026 Early 1st,2026-early-1st-1527,SF,2025-09-30,5902
2026 Early 1st,2026-early-1st-1527,SF,2025-10-01,5894
2026 Early 1st,2026-early-1st-1527,SF,2025-10-02,5889
2026 Early 1st,2026-early-1st-1527,SF,2025-10-03,5891
2026 Early 1st,2026-early-1st-1527,SF,2025-10-04,5900
2026 Early 1st,2026-early-1st-1527,SF,2025-10-05,5899
2026 Early 1st,2026-early-1st-1527,SF,2025-10-06,5904
2026 Early 1st,2026-early-1st-1527,SF,2025-10-07,5925
2026 Early 1st,2026-early-1st-1527,SF,2025-10-08,5913
2026 Early 1st,2026-early-1st-1527,SF,2025-10-09,5886
2026 Early 1st,2026-early-1st-1527,SF,2025-10-10,5871
2026 Early 1st,2026-early-1st-1527,SF,2025-10-11,5867
2026 Early 1st,2026-early-1st-1527,SF,2025-10-12,5845
2026 Early 1st,2026-early-1st-1527,SF,2025-10-13,5824
2026 Early 1st,2026-early-1st-1527,SF,2025-10-14,5812
2026 Early 1st,2026-early-1st-1527,SF,2025-10-15,5809
2026 Early 1st,2026-early-1st-1527,SF,2025-10-16,5787
2026 Early 1st,2026-early-1st-1527,SF,2025-10-17,5768
2026 Early 1st,2026-early-1st-1527,SF,2025-10-18,5764
2026 Early 1st,2026-early-1st-1527,SF,2025-10-19,5770
2026 Early 1st,2026-early-1st-1527,SF,2025-10-20,5777
2026 Early 1st,2026-early-1st-1527,SF,2025-10-21,5788
2026 Early 1st,2026-early-1st-1527,SF,2025-10-22,5779
2026 Early 1st,2026-early-1st-1527,SF,2025-10-23,5793
2026 Early 1st,2026-early-1st-1527,SF,2025-10-24,5782
2026 Early 1st,2026-early-1st-1527,SF,2025-10-25,5793
2026 Early 1st,2026-early-1st-1527,SF,2025-10-26,5799
2026 Early 1st,2026-early-1st-1527,SF,2025-10-27,5791
2026 Early 1st,2026-early-1st-1527,SF,2025-10-28,5782
2026 Early 1st,2026-early-1st-1527,SF,2025-10-29,5785
2026 Early 1st,2026-early-1st-1527,SF,2025-10-30,5800
2026 Early 1st,2026-early-1st-1527,SF,2025-10-31,5841
2026 Early 1st,2026-early-1st-1527,SF,2025-11-01,5857
2026 Early 1st,2026-early-1st-1527,SF,2025-11-02,5860
2026 Early 1st,2026-early-1st-1527,SF,2025-11-03,5866
2026 Early 1st,2026-early-1st-1527,SF,2025-11-04,5886
2026 Early 1st,2026-early-1st-1527,SF,2025-11-05,5886
2026 Early 1st,2026-early-1st-1527,SF,2025-11-06,5909
2026 Early 1st,2026-early-1st-1527,SF,2025-11-07,5893
2026 Early 1st,2026-early-1st-1527,SF,2025-11-08,5888
2026 Early 1st,2026-early-1st-1527,SF,2025-11-09,5892
2026 Early 1st,2026-early-1st-1527,SF,2025-11-10,5864
2026 Early 1st,2026-early-1st-1527,SF,2025-11-11,5898
2026 Early 1st,2026-early-1st-1527,SF,2025-11-12,5874
2026 Early 1st,2026-early-1st-1527,SF,2025-11-13,5980
2026 Early 1st,2026-early-1st-1527,SF,2025-11-14,5960
2026 Early 1st,2026-early-1st-1527,SF,2025-11-15,5926
2026 Early 1st,2026-early-1st-1527,SF,2025-11-16,5963
2026 Early 1st,2026-early-1st-1527,SF,2025-11-17,5937
2026 Early 1st,2026-early-1st-1527,SF,2025-11-18,5881
2026 Early 1st,2026-early-1st-1527,SF,2025-11-19,5890
2026 Early 1st,2026-early-1st-1527,SF,2025-11-20,5899
2026 Early 1st,2026-early-1st-1527,SF,2025-11-21,5919
2026 Early 1st,2026-early-1st-1527,SF,2025-11-22,5925
2026 Early 1st,2026-early-1st-1527,SF,2025-11-23,5895
2026 Early 1st,2026-early-1st-1527,SF,2025-11-24,5904
2026 Early 1st,2026-early-1st-1527,SF,2025-11-25,5878
2026 Early 1st,2026-early-1st-1527,SF,2025-11-26,5875
2026 Early 1st,2026-early-1st-1527,SF,2025-11-27,5855
2026 Early 1st,2026-early-1st-1527,SF,2025-11-28,5878
2026 Early 1st,2026-early-1st-1527,SF,2025-11-29,5872
2026 Early 1st,2026-early-1st-1527,SF,2025-11-30,5883
2026 Early 1st,2026-early-1st-1527,SF,2025-12-01,5907
2026 Early 1st,2026-early-1st-1527,SF,2025-12-02,5903
2026 Early 1st,2026-early-1st-1527,SF,2025-12-03,5933
2026 Early 1st,2026-early-1st-1527,SF,2025-12-04,5924
2026 Early 1st,2026-early-1st-1527,SF,2025-12-05,5929
2026 Early 1st,2026-early-1st-1527,SF,2025-12-06,5931
2026 Early 1st,2026-early-1st-1527,SF,2025-12-07,5923
2026 Early 1st,2026-early-1st-1527,SF,2025-12-08,5900
2026 Early 1st,2026-early-1st-1527,SF,2025-12-09,5926
2026 Early 1st,2026-early-1st-1527,SF,2025-12-10,5911
2026 Early 1st,2026-early-1st-1527,SF,2025-12-11,5901
2026 Early 1st,2026-early-1st-1527,SF,2025-12-12,5902
2026 Early 1st,2026-early-1st-1527,SF,2025-12-13,5905
2026 Early 1st,2026-early-1st-1527,SF,2025-12-14,5909
2026 Early 1st,2026-early-1st-1527,SF,2025-12-15,5917
2026 Early 1st,2026-early-1st-1527,SF,2025-12-16,5916
2026 Early 1st,2026-early-1st-1527,SF,2025-12-17,5946
2026 Early 1st,2026-early-1st-1527,SF,2025-12-18,5952
2026 Early 1st,2026-early-1st-1527,SF,2025-12-19,5957
2026 Early 1st,2026-early-1st-1527,SF,2025-12-20,5939
2026 Early 1st,2026-early-1st-1527,SF,2025-12-21,5944
2026 Early 1st,2026-early-1st-1527,SF,2025-12-22,5937
2026 Early 1st,2026-early-1st-1527,SF,2025-12-23,5915
2026 Early 1st,2026-early-1st-1527,SF,2025-12-24,5901
2026 Early 1st,2026-early-1st-1527,SF,2025-12-25,5942
2026 Early 1st,2026-early-1st-1527,SF,2025-12-26,5937
2026 Early 1st,2026-early-1st-1527,SF,2025-12-27,5941
2026 Early 1st,2026-early-1st-1527,SF,2025-12-28,5953
2026 Early 1st,2026-early-1st-1527,SF,2025-12-29,5945
2026 Early 1st,2026-early-1st-1527,SF,2025-12-30,5966
2026 Early 1st,2026-early-1st-1527,SF,2025-12-31,5964
2026 Early 1st,2026-early-1st-1527,SF,2026-01-01,5946
2026 Early 1st,2026-early-1st-1527,SF,2026-01-02,5957
2026 Early 1st,2026-early-1st-1527,SF,2026-01-03,5932
2026 Early 1st,2026-early-1st-1527,SF,2026-01-04,5931
2026 Early 1st,2026-early-1st-1527,SF,2026-01-05,5918
2026 Early 1st,2026-early-1st-1527,SF,2026-01-06,5938
2026 Early 1st,2026-early-1st-1527,SF,2026-01-07,5977
2026 Early 1st,2026-early-1st-1527,SF,2026-01-08,5971
2026 Early 1st,2026-early-1st-1527,SF,2026-01-09,5994
2026 Early 1st,2026-early-1st-1527,SF,2026-01-10,6009
2026 Early 1st,2026-early-1st-1527,SF,2026-01-11,6014
2026 Early 1st,2026-early-1st-1527,SF,2026-01-12,6012
2026 Early 1st,2026-early-1st-1527,SF,2026-01-13,6030
2026 Early 1st,2026-early-1st-1527,SF,2026-01-14,6024
2026 Early 1st,2026-early-1st-1527,SF,2026-01-15,6010
2026 Early 1st,2026-early-1st-1527,SF,2026-01-16,6020
2026 Early 1st,2026-early-1st-1527,SF,2026-01-17,6027
2026 Early 1st,2026-early-1st-1527,SF,2026-01-18,6040
2026 Early 1st,2026-early-1st-1527,SF,2026-01-19,6035
2026 Early 1st,2026-early-1st-1527,SF,2026-01-20,6033
2026 Early 1st,2026-early-1st-1527,SF,2026-01-21,6038
2026 Early 1st,2026-early-1st-1527,SF,2026-01-22,6030
2026 Early 1st,2026-early-1st-1527,SF,2026-01-23,6036
