trade_id,trade_date,player_name,sleeper_id,ktc_slug,receiving_team,giving_team,prod_value_at_trade,ktc_value_at_trade,ktc_at_trade_used_date,delta_at_trade,prod_value_current,ktc_value_current,delta_current,ktc_coverage
1209959102013263872,2025-03-24,Rashee Rice,10229,rashee-rice-1447,zachlearningtogolf,3-team,3488.0,5425,2025-03-24,1937.0,2783.0,4988,2205.0,ok
1209959102013263872,2025-03-24,Rome Odunze,11620,rome-odunze-1587,cjsyregelas,3-team,3335.0,5426,2025-03-24,2091.0,3243.0,5225,1982.0,ok
1209959102013263872,2025-03-24,Adonai Mitchell,11625,adonai-mitchell-1597,zachlearningtogolf,3-team,169.0,2709,2025-03-24,2540.0,134.0,2583,2449.0,ok
1209959102013263872,2025-03-24,Calvin Ridley,4981,calvin-ridley-293,zachlearningtogolf,3-team,676.0,2704,2025-03-24,2028.0,49.0,1710,1661.0,ok
1209959102013263872,2025-03-24,Josh Jacobs,5850,josh-jacobs-303,cjsyregelas,3-team,3266.0,4766,2025-03-24,1500.0,1020.0,4114,3094.0,ok
1209959102013263872,2025-03-24,Amon-Ra St. Brown,7547,amon-ra-st-brown-1010,lndahayo,3-team,7700.0,7682,2025-03-24,-18.0,7682.0,7857,175.0,ok
1209959102013263872,2025-03-24,Nico Collins,7569,nico-collins-1040,lndahayo,3-team,5362.0,6717,2025-03-24,1355.0,4506.0,5582,1076.0,ok
1209959102013263872,2025-03-24,Drake London,8112,drake-london-1268,zachlearningtogolf,3-team,5249.0,6679,2025-03-24,1430.0,5726.0,6987,1261.0,ok
1209959102013263872,2025-03-24,C.J. Stroud,9758,cj-stroud-1403,cjsyregelas,3-team,7682.0,6682,2025-03-24,-1000.0,4044.0,4674,630.0,ok
1207589817261490176,2025-03-18,Ray Davis,11575,ray-davis-1574,jwalters74,lndahayo,207.0,2553,2025-03-18,2346.0,36.0,1947,1911.0,ok
1207589817261490176,2025-03-18,James Cook,8138,james-cook-1231,jwalters74,lndahayo,3335.0,5410,2025-03-18,2075.0,4927.0,6185,1258.0,ok
1207589817261490176,2025-03-18,Tucker Kraft,9484,tucker-kraft-1418,jwalters74,lndahayo,994.0,3428,2025-03-18,2434.0,2216.0,4899,2683.0,ok
1207589817261490176,2025-03-18,Jaxon Smith-Njigba,9488,jaxon-smith-njigba-1437,lndahayo,jwalters74,4559.0,6559,2025-03-18,2000.0,8579.0,9306,727.0,ok
1344753356916146176,2026-03-31,Jordan James,12467,jordan-james-1755,zachlearningtogolf,jakeduf,0.0,1929,2026-03-31,1929.0,26.0,2158,2132.0,ok
1344753356916146176,2026-03-31,Ollie Gordon,12495,ollie-gordon-1759,zachlearningtogolf,jakeduf,0.0,2522,2026-03-31,2522.0,39.0,2318,2279.0,ok
1344753356916146176,2026-03-31,Chimere Dike,12540,chimere-dike-1814,jakeduf,zachlearningtogolf,0.0,2741,2026-03-31,2741.0,73.0,2181,2108.0,ok
1344753356916146176,2026-03-31,Geno Smith,1373,geno-smith-671,jakeduf,zachlearningtogolf,0.0,2125,2026-03-31,2125.0,269.0,2160,1891.0,ok
1344753356916146176,2026-03-31,Chig Okonkwo,8210,chigoziem-okonkwo-1320,zachlearningtogolf,jakeduf,0.0,2758,2026-03-31,2758.0,376.0,2860,2484.0,ok
1343720269935558656,2026-03-28,Kyle Monangai,12534,kyle-monangai-1766,jwalters74,lndahayo,0.0,3549,2026-03-28,3549.0,513.0,3480,2967.0,ok
1343720269935558656,2026-03-28,Tahj Brooks,12543,tahj-brooks-1758,lndahayo,jwalters74,0.0,1725,2026-03-28,1725.0,14.0,1575,1561.0,ok
1343720269935558656,2026-03-28,Matthew Stafford,421,matthew-stafford-356,jwalters74,lndahayo,0.0,3733,2026-03-28,3733.0,1223.0,3860,2637.0,ok
1343720269935558656,2026-03-28,Saquon Barkley,4866,saquon-barkley-1,lndahayo,jwalters74,0.0,4907,2026-03-28,4907.0,2317.0,5111,2794.0,ok
1343720269935558656,2026-03-28,D'Andre Swift,6790,d-andre-swift-639,jwalters74,lndahayo,0.0,3524,2026-03-28,3524.0,942.0,3750,2808.0,ok
1343720269935558656,2026-03-28,Michael Pittman,6819,michael-pittman-536,lndahayo,jwalters74,0.0,3517,2026-03-28,3517.0,736.0,3396,2660.0,ok
1337134442841378816,2026-03-10,Michael Wilson,10232,michael-wilson-1421,jwalters74,tylerpilgrim,0.0,3765,2026-03-10,3765.0,955.0,3765,2810.0,ok
1337134442841378816,2026-03-10,Baker Mayfield,4892,baker-mayfield-215,tylerpilgrim,jwalters74,0.0,4816,2026-03-10,4816.0,2693.0,4647,1954.0,ok
1335782944433790976,2026-03-06,Jacory Croskey-Merritt,12533,jacory-croskey-merritt-1832,thekylecasey,donewton,240.0,2817,2026-03-06,2577.0,199.0,3085,2886.0,ok
1335782944433790976,2026-03-06,DJ Moore,4983,dj-moore-304,donewton,thekylecasey,858.0,3941,2026-03-06,3083.0,1398.0,3588,2190.0,ok
1335782944433790976,2026-03-06,Rachaad White,8136,rachaad-white-1180,thekylecasey,donewton,110.0,2641,2026-03-06,2531.0,235.0,2810,2575.0,ok
1354504941384794112,2026-04-27,Terry McLaurin,5927,terry-mclaurin-328,mgaeta23,cjsyregelas,1158.0,3476,2026-04-27,2318.0,1401.0,3507,2106.0,ok
1354504941384794112,2026-04-27,Wan'Dale Robinson,8126,wan-dale-robinson-1274,cjsyregelas,mgaeta23,750.0,3633,2026-04-27,2883.0,884.0,3451,2567.0,ok
1354897993991454720,2026-04-28,Xavier Worthy,11624,xavier-worthy-1591,wkerwin,donewton,976.0,3359,2026-04-28,2383.0,662.0,3328,2666.0,ok
1355578317075406848,2026-04-30,Jordan Mason,8408,jordan-mason-1330,jakeduf,tylerpilgrim,148.0,2702,2026-04-30,2554.0,159.0,2796,2637.0,ok
1355348943742988288,2026-04-29,Ray Davis,11575,ray-davis-1574,cjsyregelas,zachlearningtogolf,43.0,1971,2026-04-29,1928.0,36.0,1947,1911.0,ok
1355347137491124224,2026-04-29,Pat Bryant,12492,pat-bryant-1782,wkerwin,donewton,132.0,2620,2026-04-29,2488.0,118.0,2535,2417.0,ok
1355265411066634240,2026-04-29,Mark Andrews,5012,mark-andrews-366,mgaeta23,jwalters74,252.0,2813,2026-04-29,2561.0,341.0,2693,2352.0,ok
1355614830769217536,2026-04-30,Kirk Cousins,1166,kirk-cousins-396,mgaeta23,gnewman4,46.0,1981,2026-04-30,1935.0,67.0,1923,1856.0,ok
1355614830769217536,2026-04-30,Tua Tagovailoa,6768,tua-tagovailoa-600,gnewman4,mgaeta23,960.0,2770,2026-04-30,1810.0,944.0,2597,1653.0,ok
1357507526374998016,2026-05-05,Bryce Lance,13420,bryce-lance-1981,jwalters74,gnewman4,50.0,1010,2026-05-05,960.0,50.0,1801,1751.0,ok
1357507526374998016,2026-05-05,Stefon Diggs,2449,stefon-diggs-262,gnewman4,jwalters74,236.0,2143,2026-05-05,1907.0,192.0,2827,2635.0,ok
1356867177117937664,2026-05-04,Aaron Jones,4199,aaron-jones-301,jakeduf,jwalters74,98.0,2212,2026-05-04,2114.0,99.0,2302,2203.0,ok
1388760077904650240,2026-07-31,D'Andre Swift,6790,d-andre-swift-639,tylerpilgrim,jwalters74,929.0,3725,2026-07-31,2796.0,942.0,3750,2808.0,ok
1388760077904650240,2026-07-31,George Pickens,8137,george-pickens-1279,tylerpilgrim,jwalters74,4495.0,6109,2026-07-31,1614.0,4613.0,6154,1541.0,ok
1388760077904650240,2026-07-31,Garrett Wilson,8146,garrett-wilson-1270,jwalters74,tylerpilgrim,4824.0,5567,2026-07-31,743.0,4790.0,5545,755.0,ok
1388678727138840576,2026-07-30,Jameis Winston,2306,jameis-winston-413,donewton,tylerpilgrim,15.0,1251,2026-07-30,1236.0,15.0,1219,1204.0,ok
1388633217661145088,2026-07-30,Tank Dell,9502,tank-dell-1438,brevinowens,thekylecasey,80.0,2575,2026-07-30,2495.0,80.0,2643,2563.0,ok
1388605639894249472,2026-07-30,Dylan Sampson,12469,dylan-sampson-1747,tylerpilgrim,lndahayo,134.0,2775,2026-07-30,2641.0,131.0,2632,2501.0,ok
1388605639894249472,2026-07-30,Woody Marks,12474,woody-marks-1753,tylerpilgrim,lndahayo,179.0,2720,2026-07-30,2541.0,187.0,2740,2553.0,ok
1388605639894249472,2026-07-30,Quinshon Judkins,12512,quinshon-judkins-1751,tylerpilgrim,lndahayo,2412.0,5537,2026-07-30,3125.0,2263.0,5411,3148.0,ok
1388605639894249472,2026-07-30,Dak Prescott,3294,dak-prescott-371,tylerpilgrim,lndahayo,4858.0,4965,2026-07-30,107.0,4858.0,4984,126.0,ok
1388605639894249472,2026-07-30,Baker Mayfield,4892,baker-mayfield-215,lndahayo,tylerpilgrim,2655.0,4677,2026-07-30,2022.0,2693.0,4647,1954.0,ok
1388605639894249472,2026-07-30,Jonathan Taylor,6813,jonathan-taylor-634,lndahayo,tylerpilgrim,4538.0,6092,2026-07-30,1554.0,4538.0,6294,1756.0,ok
1388605639894249472,2026-07-30,Sean Tucker,9506,sean-tucker-1400,lndahayo,tylerpilgrim,30.0,2283,2026-07-30,2253.0,34.0,2139,2105.0,ok
1388374053886099456,2026-07-30,Marvin Harrison,11628,marvin-harrison-jr-1585,brevinowens,tylerpilgrim,3804.0,4862,2026-07-30,1058.0,3778.0,4832,1054.0,ok
1388374053886099456,2026-07-30,Jonathan Taylor,6813,jonathan-taylor-634,tylerpilgrim,brevinowens,4538.0,6092,2026-07-30,1554.0,4538.0,6294,1756.0,ok
1388374053886099456,2026-07-30,Kenny Gainwell,7567,kenneth-gainwell-1032,brevinowens,tylerpilgrim,253.0,2979,2026-07-30,2726.0,271.0,2961,2690.0,ok
1390130079702487040,2026-08-03,Kyle Monangai,12534,kyle-monangai-1766,cjsyregelas,jwalters74,469.0,3490,2026-08-03,3021.0,513.0,3480,2967.0,ok
1390130079702487040,2026-08-03,Derrick Henry,3198,derrick-henry-296,jwalters74,cjsyregelas,1192.0,4195,2026-08-03,3003.0,1172.0,4159,2987.0,ok
1391178896967229440,2026-08-06,Tee Higgins,6801,tee-higgins-543,jakeduf,zachlearningtogolf,2823.0,4929,2026-08-06,2106.0,2796.0,4958,2162.0,ok
1390796022585774080,2026-08-05,Jayden Higgins,12484,jayden-higgins-1783,gnewman4,zachlearningtogolf,814.0,3407,2026-08-05,2593.0,799.0,3421,2622.0,ok
1390796022585774080,2026-08-05,Tank Bigsby,9225,tank-bigsby-1401,zachlearningtogolf,gnewman4,82.0,2670,2026-08-05,2588.0,75.0,2640,2565.0,ok
1390796022585774080,2026-08-05,De'Von Achane,9226,de-von-achane-1398,gnewman4,zachlearningtogolf,4734.0,6796,2026-08-05,2062.0,4689.0,6856,2167.0,ok
1390759953450414080,2026-08-05,Bo Nix,11563,bo-nix-1553,cjsyregelas,donewton,5489.0,5913,2026-08-05,424.0,5849.0,5953,104.0,ok
1390759953450414080,2026-08-05,Skyler Bell,13402,skyler-bell-1970,cjsyregelas,donewton,121.0,2366,2026-08-05,2245.0,108.0,2355,2247.0,ok
1390759953450414080,2026-08-05,James Cook,8138,james-cook-1231,donewton,cjsyregelas,4962.0,6165,2026-08-05,1203.0,4927.0,6185,1258.0,ok
1391287814628311040,2026-08-07,Ray Davis,11575,ray-davis-1574,donewton,cjsyregelas,36.0,1955,2026-08-07,1919.0,36.0,1947,1911.0,ok
1391287814628311040,2026-08-07,Roman Wilson,11630,roman-wilson-1600,cjsyregelas,donewton,3.0,1801,2026-08-07,1798.0,3.0,1864,1861.0,ok
