year,round,tier,date,value
2025,4,Late,2025-03-07,18
2025,4,Mid,2025-03-07,24
2025,5,Early,2025-03-07,14
2025,5,Late,2025-03-07,8
2025,5,Mid,2025-03-07,11
2026,1,Early,2025-03-07,5454
2026,1,Late,2025-03-07,1242
2026,1,Mid,2025-03-07,2589
2026,2,Early,2025-03-07,624
2026,2,Late,2025-03-07,180
2026,2,Mid,2025-03-07,328
2026,3,Early,2025-03-07,103
2026,3,Late,2025-03-07,39
2026,3,Mid,2025-03-07,62
2026,4,Early,2025-03-07,26
2026,4,Late,2025-03-07,14
2026,4,Mid,2025-03-07,19
2025,1,Early,2025-03-14,6865
2025,1,Late,2025-03-14,1563
2025,1,Mid,2025-03-14,3270
2025,2,Early,2025-03-14,783
2025,2,Late,2025-03-14,225
2025,2,Mid,2025-03-14,410
2025,3,Early,2025-03-14,128
2025,3,Late,2025-03-14,49
2025,3,Mid,2025-03-14,77
2025,4,Early,2025-03-14,33
2025,4,Late,2025-03-14,18
2025,4,Mid,2025-03-14,23
2025,5,Early,2025-03-14,14
2025,5,Late,2025-03-14,8
2025,5,Mid,2025-03-14,11
2026,1,Early,2025-03-14,5403
2026,1,Late,2025-03-14,1226
2026,1,Mid,2025-03-14,2558
2026,2,Early,2025-03-14,615
2026,2,Late,2025-03-14,177
2026,2,Mid,2025-03-14,323
2026,3,Early,2025-03-14,102
2026,3,Late,2025-03-14,39
2026,3,Mid,2025-03-14,61
2026,4,Early,2025-03-14,26
2026,4,Late,2025-03-14,14
2026,4,Mid,2025-03-14,19
2025,1,Early,2025-03-21,6868
2025,1,Late,2025-03-21,1560
2025,1,Mid,2025-03-21,3268
2025,2,Early,2025-03-21,781
2025,2,Late,2025-03-21,224
2025,2,Mid,2025-03-21,409
2025,3,Early,2025-03-21,128
2025,3,Late,2025-03-21,48
2025,3,Mid,2025-03-21,76
2025,4,Early,2025-03-21,33
2025,4,Late,2025-03-21,18
2025,4,Mid,2025-03-21,23
2025,5,Early,2025-03-21,14
2025,5,Late,2025-03-21,8
2025,5,Mid,2025-03-21,11
2026,1,Early,2025-03-21,5405
2026,1,Late,2025-03-21,1224
2026,1,Mid,2025-03-21,2556
2026,2,Early,2025-03-21,614
2026,2,Late,2025-03-21,177
2026,2,Mid,2025-03-21,322
2026,3,Early,2025-03-21,101
2026,3,Late,2025-03-21,38
2026,3,Mid,2025-03-21,61
2026,4,Early,2025-03-21,26
2026,4,Late,2025-03-21,14
2026,4,Mid,2025-03-21,19
2025,1,Early,2025-03-28,7068
2025,1,Late,2025-03-28,1551
2025,1,Mid,2025-03-28,3310
2025,2,Early,2025-03-28,764
2025,2,Late,2025-03-28,214
2025,2,Mid,2025-03-28,395
2025,3,Early,2025-03-28,122
2025,3,Late,2025-03-28,46
2025,3,Mid,2025-03-28,72
2025,4,Early,2025-03-28,31
2025,4,Late,2025-03-28,16
2025,4,Mid,2025-03-28,22
2025,5,Early,2025-03-28,13
2025,5,Late,2025-03-28,8
2025,5,Mid,2025-03-28,10
2026,1,Early,2025-03-28,5561
2026,1,Late,2025-03-28,1215
2026,1,Mid,2025-03-28,2586
2026,2,Early,2025-03-28,600
2026,2,Late,2025-03-28,169
2026,2,Mid,2025-03-28,311
2026,3,Early,2025-03-28,96
2026,3,Late,2025-03-28,36
2026,3,Mid,2025-03-28,57
2026,4,Early,2025-03-28,25
2026,4,Late,2025-03-28,13
2026,4,Mid,2025-03-28,18
2025,1,Early,2025-04-04,7062
2025,1,Late,2025-04-04,1532
2025,1,Mid,2025-04-04,3290
2025,2,Early,2025-04-04,750
2025,2,Late,2025-04-04,208
2025,2,Mid,2025-04-04,386
2025,3,Early,2025-04-04,118
2025,3,Late,2025-04-04,44
2025,3,Mid,2025-04-04,70
2025,4,Early,2025-04-04,30
2025,4,Late,2025-04-04,16
2025,4,Mid,2025-04-04,22
2025,5,Early,2025-04-04,12
2025,5,Late,2025-04-04,8
2025,5,Mid,2025-04-04,10
2026,1,Early,2025-04-04,5556
2026,1,Late,2025-04-04,1200
2026,1,Mid,2025-04-04,2570
2026,2,Early,2025-04-04,589
2026,2,Late,2025-04-04,165
2026,2,Mid,2025-04-04,304
2026,3,Early,2025-04-04,93
2026,3,Late,2025-04-04,35
2026,3,Mid,2025-04-04,55
2026,4,Early,2025-04-04,24
2026,4,Late,2025-04-04,13
2026,4,Mid,2025-04-04,17
2025,1,Early,2025-04-11,7002
2025,1,Late,2025-04-11,1526
2025,1,Mid,2025-04-11,3268
2025,2,Early,2025-04-11,749
2025,2,Late,2025-04-11,209
2025,2,Mid,2025-04-11,387
2025,3,Early,2025-04-11,119
2025,3,Late,2025-04-11,44
2025,3,Mid,2025-04-11,70
2025,4,Early,2025-04-11,30
2025,4,Late,2025-04-11,16
2025,4,Mid,2025-04-11,22
2025,5,Early,2025-04-11,12
2025,5,Late,2025-04-11,8
2025,5,Mid,2025-04-11,10
2026,1,Early,2025-04-11,5508
2026,1,Late,2025-04-11,1196
2026,1,Mid,2025-04-11,2552
2026,2,Early,2025-04-11,589
2026,2,Late,2025-04-11,165
2026,2,Mid,2025-04-11,305
2026,3,Early,2025-04-11,94
2026,3,Late,2025-04-11,35
2026,3,Mid,2025-04-11,56
2026,4,Early,2025-04-11,24
2026,4,Late,2025-04-11,13
2026,4,Mid,2025-04-11,17
2025,1,Early,2025-04-18,7002
2025,1,Late,2025-04-18,1526
2025,1,Mid,2025-04-18,3268
2025,2,Early,2025-04-18,749
2025,2,Late,2025-04-18,209
2025,2,Mid,2025-04-18,387
2025,3,Early,2025-04-18,119
2025,3,Late,2025-04-18,44
2025,3,Mid,2025-04-18,70
2025,4,Early,2025-04-18,30
2025,4,Late,2025-04-18,16
2025,4,Mid,2025-04-18,22
2025,5,Early,2025-04-18,12
2025,5,Late,2025-04-18,8
2025,5,Mid,2025-04-18,10
2026,1,Early,2025-04-18,5508
2026,1,Late,2025-04-18,1196
2026,1,Mid,2025-04-18,2552
2026,2,Early,2025-04-18,589
2026,2,Late,2025-04-18,165
2026,2,Mid,2025-04-18,305
2026,3,Early,2025-04-18,94
2026,3,Late,2025-04-18,35
2026,3,Mid,2025-04-18,56
2026,4,Early,2025-04-18,24
2026,4,Late,2025-04-18,13
2026,4,Mid,2025-04-18,17
2025,1,Early,2025-04-25,7030
2025,1,Late,2025-04-25,1538
2025,1,Mid,2025-04-25,3290
2025,2,Early,2025-04-25,756
2025,2,Late,2025-04-25,211
2025,2,Mid,2025-04-25,390
2025,3,Early,2025-04-25,119
2025,3,Late,2025-04-25,44
2025,3,Mid,2025-04-25,70
2025,4,Early,2025-04-25,30
2025,4,Late,2025-04-25,16
2025,4,Mid,2025-04-25,21
2025,5,Early,2025-04-25,12
2025,5,Late,2025-04-25,8
2025,5,Mid,2025-04-25,10
2026,1,Early,2025-04-25,5532
2026,1,Late,2025-04-25,1205
2026,1,Mid,2025-04-25,2570
2026,2,Early,2025-04-25,593
2026,2,Late,2025-04-25,166
2026,2,Mid,2025-04-25,307
2026,3,Early,2025-04-25,94
2026,3,Late,2025-04-25,35
2026,3,Mid,2025-04-25,56
2026,4,Early,2025-04-25,24
2026,4,Late,2025-04-25,13
2026,4,Mid,2025-04-25,17
2025,1,Early,2025-05-02,6989
2025,1,Late,2025-05-02,1433
2025,1,Mid,2025-05-02,3248
2025,2,Early,2025-05-02,670
2025,2,Late,2025-05-02,173
2025,2,Mid,2025-05-02,331
2025,3,Early,2025-05-02,95
2025,3,Late,2025-05-02,34
2025,3,Mid,2025-05-02,55
2025,4,Early,2025-05-02,23
2025,4,Late,2025-05-02,12
2025,4,Mid,2025-05-02,16
2025,5,Early,2025-05-02,10
2025,5,Late,2025-05-02,6
2025,5,Mid,2025-05-02,8
2026,1,Early,2025-05-02,5523
2026,1,Late,2025-05-02,1119
2026,1,Mid,2025-05-02,2528
2026,2,Early,2025-05-02,525
2026,2,Late,2025-05-02,136
2026,2,Mid,2025-05-02,260
2026,3,Early,2025-05-02,75
2026,3,Late,2025-05-02,27
2026,3,Mid,2025-05-02,44
2026,4,Early,2025-05-02,18
2026,4,Late,2025-05-02,10
2026,4,Mid,2025-05-02,13
2025,1,Early,2025-05-09,6907
2025,1,Late,2025-05-09,1443
2025,1,Mid,2025-05-09,3230
2025,2,Early,2025-05-09,682
2025,2,Late,2025-05-09,179
2025,2,Mid,2025-05-09,340
2025,3,Early,2025-05-09,99
2025,3,Late,2025-05-09,36
2025,3,Mid,2025-05-09,58
2025,4,Early,2025-05-09,24
2025,4,Late,2025-05-09,14
2025,4,Mid,2025-05-09,18
2025,5,Early,2025-05-09,10
2025,5,Late,2025-05-09,6
2025,5,Mid,2025-05-09,8
2026,1,Early,2025-05-09,5457
2026,1,Late,2025-05-09,1127
2026,1,Mid,2025-05-09,2516
2026,2,Early,2025-05-09,534
2026,2,Late,2025-05-09,141
2026,2,Mid,2025-05-09,267
2026,3,Early,2025-05-09,78
2026,3,Late,2025-05-09,29
2026,3,Mid,2025-05-09,46
2026,4,Early,2025-05-09,19
2026,4,Late,2025-05-09,11
2026,4,Mid,2025-05-09,14
2025,1,Early,2025-05-16,6807
2025,1,Late,2025-05-16,1446
2025,1,Mid,2025-05-16,3199
2025,2,Early,2025-05-16,691
2025,2,Late,2025-05-16,185
2025,2,Mid,2025-05-16,348
2025,3,Early,2025-05-16,103
2025,3,Late,2025-05-16,38
2025,3,Mid,2025-05-16,61
2025,4,Early,2025-05-16,25
2025,4,Late,2025-05-16,14
2025,4,Mid,2025-05-16,18
2025,5,Early,2025-05-16,11
2025,5,Late,2025-05-16,7
2025,5,Mid,2025-05-16,8
2026,1,Early,2025-05-16,5375
2026,1,Late,2025-05-16,1131
2026,1,Mid,2025-05-16,2493
2026,2,Early,2025-05-16,542
2026,2,Late,2025-05-16,146
2026,2,Mid,2025-05-16,274
2026,3,Early,2025-05-16,82
2026,3,Late,2025-05-16,30
2026,3,Mid,2025-05-16,48
2026,4,Early,2025-05-16,20
2026,4,Late,2025-05-16,11
2026,4,Mid,2025-05-16,14
2025,1,Early,2025-05-23,6986
2025,1,Late,2025-05-23,1448
2025,1,Mid,2025-05-23,3258
2025,2,Early,2025-05-23,682
2025,2,Late,2025-05-23,179
2025,2,Mid,2025-05-23,340
2025,3,Early,2025-05-23,99
2025,3,Late,2025-05-23,36
2025,3,Mid,2025-05-23,58
2025,4,Early,2025-05-23,24
2025,4,Late,2025-05-23,12
2025,4,Mid,2025-05-23,17
2025,5,Early,2025-05-23,10
2025,5,Late,2025-05-23,6
2025,5,Mid,2025-05-23,8
2026,1,Early,2025-05-23,5520
2026,1,Late,2025-05-23,1132
2026,1,Mid,2025-05-23,2537
2026,2,Early,2025-05-23,535
2026,2,Late,2025-05-23,141
2026,2,Mid,2025-05-23,267
2026,3,Early,2025-05-23,78
2026,3,Late,2025-05-23,29
2026,3,Mid,2025-05-23,46
2026,4,Early,2025-05-23,19
2026,4,Late,2025-05-23,10
2026,4,Mid,2025-05-23,13
2025,1,Early,2025-05-30,6976
2025,1,Late,2025-05-30,1454
2025,1,Mid,2025-05-30,3260
2025,2,Early,2025-05-30,687
2025,2,Late,2025-05-30,181
2025,2,Mid,2025-05-30,344
2025,3,Early,2025-05-30,101
2025,3,Late,2025-05-30,37
2025,3,Mid,2025-05-30,60
2025,4,Early,2025-05-30,24
2025,4,Late,2025-05-30,13
2025,4,Mid,2025-05-30,17
2025,5,Early,2025-05-30,10
2025,5,Late,2025-05-30,6
2025,5,Mid,2025-05-30,8
2026,1,Early,2025-05-30,5512
2026,1,Late,2025-05-30,1136
2026,1,Mid,2025-05-30,2539
2026,2,Early,2025-05-30,539
2026,2,Late,2025-05-30,143
2026,2,Mid,2025-05-30,270
2026,3,Early,2025-05-30,80
2026,3,Late,2025-05-30,29
2026,3,Mid,2025-05-30,47
2026,4,Early,2025-05-30,20
2026,4,Late,2025-05-30,10
2026,4,Mid,2025-05-30,14
2025,1,Early,2025-06-06,7064
2025,1,Late,2025-06-06,1456
2025,1,Mid,2025-06-06,3292
2025,2,Early,2025-06-06,684
2025,2,Late,2025-06-06,180
2025,2,Mid,2025-06-06,341
2025,3,Early,2025-06-06,100
2025,3,Late,2025-06-06,36
2025,3,Mid,2025-06-06,59
2025,4,Early,2025-06-06,24
2025,4,Late,2025-06-06,13
2025,4,Mid,2025-06-06,17
2025,5,Early,2025-06-06,10
2025,5,Late,2025-06-06,6
2025,5,Mid,2025-06-06,8
2026,1,Early,2025-06-06,5584
2026,1,Late,2025-06-06,1138
2026,1,Mid,2025-06-06,2562
2026,2,Early,2025-06-06,536
2026,2,Late,2025-06-06,142
2026,2,Mid,2025-06-06,268
2026,3,Early,2025-06-06,79
2026,3,Late,2025-06-06,29
2026,3,Mid,2025-06-06,47
2026,4,Early,2025-06-06,20
2026,4,Late,2025-06-06,10
2026,4,Mid,2025-06-06,14
2025,1,Early,2025-06-27,6381
2025,1,Late,2025-06-27,1429
2025,1,Mid,2025-06-27,2993
2025,2,Early,2025-06-27,716
2025,2,Late,2025-06-27,208
2025,2,Mid,2025-06-27,377
2025,3,Early,2025-06-27,120
2025,3,Late,2025-06-27,46
2025,3,Mid,2025-06-27,72
2025,4,Early,2025-06-27,32
2025,4,Late,2025-06-27,18
2025,4,Mid,2025-06-27,23
2025,5,Early,2025-06-27,14
2025,5,Late,2025-06-27,8
2025,5,Mid,2025-06-27,11
2026,1,Early,2025-06-27,5010
2026,1,Late,2025-06-27,1121
2026,1,Mid,2025-06-27,2341
2026,2,Early,2025-06-27,564
2026,2,Late,2025-06-27,164
2026,2,Mid,2025-06-27,297
2026,3,Early,2025-06-27,95
2026,3,Late,2025-06-27,37
2026,3,Mid,2025-06-27,57
2026,4,Early,2025-06-27,25
2026,4,Late,2025-06-27,14
2026,4,Mid,2025-06-27,18
2025,1,Early,2025-07-04,6459
2025,1,Late,2025-07-04,1442
2025,1,Mid,2025-07-04,3028
2025,2,Early,2025-07-04,722
2025,2,Late,2025-07-04,208
2025,2,Mid,2025-07-04,378
2025,3,Early,2025-07-04,119
2025,3,Late,2025-07-04,46
2025,3,Mid,2025-07-04,72
2025,4,Early,2025-07-04,31
2025,4,Late,2025-07-04,16
2025,4,Mid,2025-07-04,22
2025,5,Early,2025-07-04,13
2025,5,Late,2025-07-04,8
2025,5,Mid,2025-07-04,10
2026,1,Early,2025-07-04,5072
2026,1,Late,2025-07-04,1131
2026,1,Mid,2025-07-04,2368
2026,2,Early,2025-07-04,567
2026,2,Late,2025-07-04,164
2026,2,Mid,2025-07-04,298
2026,3,Early,2025-07-04,94
2026,3,Late,2025-07-04,36
2026,3,Mid,2025-07-04,57
2026,4,Early,2025-07-04,25
2026,4,Late,2025-07-04,13
2026,4,Mid,2025-07-04,18
2025,1,Early,2025-07-11,6442
2025,1,Late,2025-07-11,1443
2025,1,Mid,2025-07-11,3024
2025,2,Early,2025-07-11,722
2025,2,Late,2025-07-11,208
2025,2,Mid,2025-07-11,378
2025,3,Early,2025-07-11,119
2025,3,Late,2025-07-11,46
2025,3,Mid,2025-07-11,71
2025,4,Early,2025-07-11,31
2025,4,Late,2025-07-11,16
2025,4,Mid,2025-07-11,22
2025,5,Early,2025-07-11,13
2025,5,Late,2025-07-11,8
2025,5,Mid,2025-07-11,10
2026,1,Early,2025-07-11,5058
2026,1,Late,2025-07-11,1131
2026,1,Mid,2025-07-11,2365
2026,2,Early,2025-07-11,568
2026,2,Late,2025-07-11,164
2026,2,Mid,2025-07-11,298
2026,3,Early,2025-07-11,94
2026,3,Late,2025-07-11,36
2026,3,Mid,2025-07-11,57
2026,4,Early,2025-07-11,25
2026,4,Late,2025-07-11,13
2026,4,Mid,2025-07-11,18
2025,1,Early,2025-07-18,6456
2025,1,Late,2025-07-18,1432
2025,1,Mid,2025-07-18,3016
2025,2,Early,2025-07-18,714
2025,2,Late,2025-07-18,205
2025,2,Mid,2025-07-18,374
2025,3,Early,2025-07-18,118
2025,3,Late,2025-07-18,45
2025,3,Mid,2025-07-18,71
2025,4,Early,2025-07-18,31
2025,4,Late,2025-07-18,16
2025,4,Mid,2025-07-18,22
2025,5,Early,2025-07-18,13
2025,5,Late,2025-07-18,8
2025,5,Mid,2025-07-18,10
2026,1,Early,2025-07-18,5069
2026,1,Late,2025-07-18,1123
2026,1,Mid,2025-07-18,2358
2026,2,Early,2025-07-18,561
2026,2,Late,2025-07-18,162
2026,2,Mid,2025-07-18,295
2026,3,Early,2025-07-18,93
2026,3,Late,2025-07-18,36
2026,3,Mid,2025-07-18,56
2026,4,Early,2025-07-18,24
2026,4,Late,2025-07-18,13
2026,4,Mid,2025-07-18,18
2025,1,Early,2025-07-25,6480
2025,1,Late,2025-07-25,1449
2025,1,Mid,2025-07-25,3041
2025,2,Early,2025-07-25,724
2025,2,Late,2025-07-25,208
2025,2,Mid,2025-07-25,379
2025,3,Early,2025-07-25,119
2025,3,Late,2025-07-25,46
2025,3,Mid,2025-07-25,71
2025,4,Early,2025-07-25,31
2025,4,Late,2025-07-25,16
2025,4,Mid,2025-07-25,22
2025,5,Early,2025-07-25,13
2025,5,Late,2025-07-25,8
2025,5,Mid,2025-07-25,10
2026,1,Early,2025-07-25,5089
2026,1,Late,2025-07-25,1136
2026,1,Mid,2025-07-25,2378
2026,2,Early,2025-07-25,569
2026,2,Late,2025-07-25,164
2026,2,Mid,2025-07-25,299
2026,3,Early,2025-07-25,94
2026,3,Late,2025-07-25,36
2026,3,Mid,2025-07-25,56
2026,4,Early,2025-07-25,24
2026,4,Late,2025-07-25,13
2026,4,Mid,2025-07-25,18
2025,1,Early,2025-08-01,6596
2025,1,Late,2025-08-01,1448
2025,1,Mid,2025-08-01,3071
2025,2,Early,2025-08-01,718
2025,2,Late,2025-08-01,204
2025,2,Mid,2025-08-01,374
2025,3,Early,2025-08-01,116
2025,3,Late,2025-08-01,44
2025,3,Mid,2025-08-01,70
2025,4,Early,2025-08-01,30
2025,4,Late,2025-08-01,16
2025,4,Mid,2025-08-01,21
2025,5,Early,2025-08-01,12
2025,5,Late,2025-08-01,8
2025,5,Mid,2025-08-01,10
2026,1,Early,2025-08-01,5180
2026,1,Late,2025-08-01,1135
2026,1,Mid,2025-08-01,2400
2026,2,Early,2025-08-01,564
2026,2,Late,2025-08-01,161
2026,2,Mid,2025-08-01,294
2026,3,Early,2025-08-01,92
2026,3,Late,2025-08-01,35
2026,3,Mid,2025-08-01,55
2026,4,Early,2025-08-01,24
2026,4,Late,2025-08-01,13
2026,4,Mid,2025-08-01,17
2025,1,Early,2025-08-08,6640
2025,1,Late,2025-08-08,1463
2025,1,Mid,2025-08-08,3098
2025,2,Early,2025-08-08,726
2025,2,Late,2025-08-08,206
2025,2,Mid,2025-08-08,378
2025,3,Early,2025-08-08,118
2025,3,Late,2025-08-08,45
2025,3,Mid,2025-08-08,70
2025,4,Early,2025-08-08,30
2025,4,Late,2025-08-08,16
2025,4,Mid,2025-08-08,22
2025,5,Early,2025-08-08,13
2025,5,Late,2025-08-08,8
2025,5,Mid,2025-08-08,10
2026,1,Early,2025-08-08,5216
2026,1,Late,2025-08-08,1147
2026,1,Mid,2025-08-08,2422
2026,2,Early,2025-08-08,571
2026,2,Late,2025-08-08,163
2026,2,Mid,2025-08-08,298
2026,3,Early,2025-08-08,93
2026,3,Late,2025-08-08,36
2026,3,Mid,2025-08-08,56
2026,4,Early,2025-08-08,24
2026,4,Late,2025-08-08,13
2026,4,Mid,2025-08-08,17
2025,1,Early,2025-08-15,6611
2025,1,Late,2025-08-15,1465
2025,1,Mid,2025-08-15,3093
2025,2,Early,2025-08-15,729
2025,2,Late,2025-08-15,208
2025,2,Mid,2025-08-15,380
2025,3,Early,2025-08-15,119
2025,3,Late,2025-08-15,46
2025,3,Mid,2025-08-15,71
2025,4,Early,2025-08-15,31
2025,4,Late,2025-08-15,16
2025,4,Mid,2025-08-15,22
2025,5,Early,2025-08-15,13
2025,5,Late,2025-08-15,8
2025,5,Mid,2025-08-15,10
2026,1,Early,2025-08-15,5194
2026,1,Late,2025-08-15,1149
2026,1,Mid,2025-08-15,2418
2026,2,Early,2025-08-15,573
2026,2,Late,2025-08-15,164
2026,2,Mid,2025-08-15,300
2026,3,Early,2025-08-15,94
2026,3,Late,2025-08-15,36
2026,3,Mid,2025-08-15,57
2026,4,Early,2025-08-15,25
2026,4,Late,2025-08-15,13
2026,4,Mid,2025-08-15,18
2025,1,Early,2025-08-22,6596
2025,1,Late,2025-08-22,1479
2025,1,Mid,2025-08-22,3105
2025,2,Early,2025-08-22,739
2025,2,Late,2025-08-22,212
2025,2,Mid,2025-08-22,386
2025,3,Early,2025-08-22,121
2025,3,Late,2025-08-22,46
2025,3,Mid,2025-08-22,72
2025,4,Early,2025-08-22,31
2025,4,Late,2025-08-22,17
2025,4,Mid,2025-08-22,22
2025,5,Early,2025-08-22,13
2025,5,Late,2025-08-22,8
2025,5,Mid,2025-08-22,10
2026,1,Early,2025-08-22,5183
2026,1,Late,2025-08-22,1160
2026,1,Mid,2025-08-22,2428
2026,2,Early,2025-08-22,581
2026,2,Late,2025-08-22,167
2026,2,Mid,2025-08-22,305
2026,3,Early,2025-08-22,96
2026,3,Late,2025-08-22,37
2026,3,Mid,2025-08-22,57
2026,4,Early,2025-08-22,25
2026,4,Late,2025-08-22,13
2026,4,Mid,2025-08-22,18
2025,1,Early,2025-08-29,6667
2025,1,Late,2025-08-29,1469
2025,1,Mid,2025-08-29,3112
2025,2,Early,2025-08-29,729
2025,2,Late,2025-08-29,207
2025,2,Mid,2025-08-29,380
2025,3,Early,2025-08-29,118
2025,3,Late,2025-08-29,46
2025,3,Mid,2025-08-29,71
2025,4,Early,2025-08-29,31
2025,4,Late,2025-08-29,16
2025,4,Mid,2025-08-29,22
2025,5,Early,2025-08-29,12
2025,5,Late,2025-08-29,8
2025,5,Mid,2025-08-29,10
2026,1,Early,2025-08-29,5238
2026,1,Late,2025-08-29,1152
2026,1,Mid,2025-08-29,2432
2026,2,Early,2025-08-29,573
2026,2,Late,2025-08-29,163
2026,2,Mid,2025-08-29,299
2026,3,Early,2025-08-29,94
2026,3,Late,2025-08-29,36
2026,3,Mid,2025-08-29,56
2026,4,Early,2025-08-29,24
2026,4,Late,2025-08-29,13
2026,4,Mid,2025-08-29,18
2025,1,Early,2025-09-05,6671
2025,1,Late,2025-09-05,1466
2025,1,Mid,2025-09-05,3112
2025,2,Early,2025-09-05,724
2025,2,Late,2025-09-05,203
2025,2,Mid,2025-09-05,375
2025,3,Early,2025-09-05,115
2025,3,Late,2025-09-05,43
2025,3,Mid,2025-09-05,68
2025,4,Early,2025-09-05,29
2025,4,Late,2025-09-05,16
2025,4,Mid,2025-09-05,21
2025,5,Early,2025-09-05,12
2025,5,Late,2025-09-05,8
2025,5,Mid,2025-09-05,10
2026,1,Early,2025-09-05,5569
2026,1,Late,2025-09-05,1220
2026,1,Mid,2025-09-05,2585
2026,2,Early,2025-09-05,604
2026,2,Late,2025-09-05,170
2026,2,Mid,2025-09-05,314
2026,3,Early,2025-09-05,97
2026,3,Late,2025-09-05,36
2026,3,Mid,2025-09-05,57
2026,4,Early,2025-09-05,25
2026,4,Late,2025-09-05,13
2026,4,Mid,2025-09-05,18
2025,1,Early,2025-09-12,6564
2025,1,Late,2025-09-12,1460
2025,1,Mid,2025-09-12,3076
2025,2,Early,2025-09-12,728
2025,2,Late,2025-09-12,208
2025,2,Mid,2025-09-12,380
2025,3,Early,2025-09-12,119
2025,3,Late,2025-09-12,46
2025,3,Mid,2025-09-12,71
2025,4,Early,2025-09-12,31
2025,4,Late,2025-09-12,17
2025,4,Mid,2025-09-12,22
2025,5,Early,2025-09-12,13
2025,5,Late,2025-09-12,8
2025,5,Mid,2025-09-12,10
2026,1,Early,2025-09-12,5479
2026,1,Late,2025-09-12,1216
2026,1,Mid,2025-09-12,2556
2026,2,Early,2025-09-12,608
2026,2,Late,2025-09-12,174
2026,2,Mid,2025-09-12,318
2026,3,Early,2025-09-12,100
2026,3,Late,2025-09-12,39
2026,3,Mid,2025-09-12,60
2026,4,Early,2025-09-12,26
2026,4,Late,2025-09-12,14
2026,4,Mid,2025-09-12,19
2025,1,Early,2025-09-19,6825
2025,1,Late,2025-09-19,1546
2025,1,Mid,2025-09-19,3238
2025,2,Early,2025-09-19,772
2025,2,Late,2025-09-19,220
2025,2,Mid,2025-09-19,404
2025,3,Early,2025-09-19,125
2025,3,Late,2025-09-19,47
2025,3,Mid,2025-09-19,74
2025,4,Early,2025-09-19,30
2025,4,Late,2025-09-19,16
2025,4,Mid,2025-09-19,21
2025,5,Early,2025-09-19,12
2025,5,Late,2025-09-19,8
2025,5,Mid,2025-09-19,10
2026,1,Early,2025-09-19,5703
2026,1,Late,2025-09-19,1288
2026,1,Mid,2025-09-19,2691
2026,2,Early,2025-09-19,645
2026,2,Late,2025-09-19,184
2026,2,Mid,2025-09-19,338
2026,3,Early,2025-09-19,105
2026,3,Late,2025-09-19,39
2026,3,Mid,2025-09-19,63
2026,4,Early,2025-09-19,26
2026,4,Late,2025-09-19,13
2026,4,Mid,2025-09-19,18
2025,1,Early,2025-09-26,6558
2025,1,Late,2025-09-26,1495
2025,1,Mid,2025-09-26,3113
2025,2,Early,2025-09-26,752
2025,2,Late,2025-09-26,218
2025,2,Mid,2025-09-26,396
2025,3,Early,2025-09-26,125
2025,3,Late,2025-09-26,48
2025,3,Mid,2025-09-26,75
2025,4,Early,2025-09-26,32
2025,4,Late,2025-09-26,17
2025,4,Mid,2025-09-26,23
2025,5,Early,2025-09-26,13
2025,5,Late,2025-09-26,8
2025,5,Mid,2025-09-26,10
2026,1,Early,2025-09-26,5477
2026,1,Late,2025-09-26,1246
2026,1,Mid,2025-09-26,2588
2026,2,Early,2025-09-26,628
2026,2,Late,2025-09-26,183
2026,2,Mid,2025-09-26,332
2026,3,Early,2025-09-26,105
2026,3,Late,2025-09-26,41
2026,3,Mid,2025-09-26,63
2026,4,Early,2025-09-26,27
2026,4,Late,2025-09-26,15
2026,4,Mid,2025-09-26,20
2025,1,Early,2025-10-03,6589
2025,1,Late,2025-10-03,1504
2025,1,Mid,2025-10-03,3130
2025,2,Early,2025-10-03,756
2025,2,Late,2025-10-03,219
2025,2,Mid,2025-10-03,398
2025,3,Early,2025-10-03,126
2025,3,Late,2025-10-03,49
2025,3,Mid,2025-10-03,76
2025,4,Early,2025-10-03,34
2025,4,Late,2025-10-03,18
2025,4,Mid,2025-10-03,24
2025,5,Early,2025-10-03,14
2025,5,Late,2025-10-03,8
2025,5,Mid,2025-10-03,11
2026,1,Early,2025-10-03,5504
2026,1,Late,2025-10-03,1253
2026,1,Mid,2025-10-03,2603
2026,2,Early,2025-10-03,632
2026,2,Late,2025-10-03,184
2026,2,Mid,2025-10-03,334
2026,3,Early,2025-10-03,106
2026,3,Late,2025-10-03,41
2026,3,Mid,2025-10-03,64
2026,4,Early,2025-10-03,28
2026,4,Late,2025-10-03,15
2026,4,Mid,2025-10-03,20
2025,1,Early,2025-10-10,6440
2025,1,Late,2025-10-10,1506
2025,1,Mid,2025-10-10,3092
2025,2,Early,2025-10-10,767
2025,2,Late,2025-10-10,228
2025,2,Mid,2025-10-10,409
2025,3,Early,2025-10-10,132
2025,3,Late,2025-10-10,52
2025,3,Mid,2025-10-10,80
2025,4,Early,2025-10-10,35
2025,4,Late,2025-10-10,19
2025,4,Mid,2025-10-10,26
2025,5,Early,2025-10-10,14
2025,5,Late,2025-10-10,9
2025,5,Mid,2025-10-10,12
2026,1,Early,2025-10-10,5380
2026,1,Late,2025-10-10,1256
2026,1,Mid,2025-10-10,2573
2026,2,Early,2025-10-10,642
2026,2,Late,2025-10-10,191
2026,2,Mid,2025-10-10,343
2026,3,Early,2025-10-10,111
2026,3,Late,2025-10-10,44
